custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
8524-HMQIXY-RZ0,Zone 4,"> 250,000",Male,99,,May,18,College degree,Managerial and Professional,Yes,7,6 to 10,No,66,5.3,1.028412,0.028015865,2.469588,0.904051335,No,Neutral,Married,14,High school degree,2,1,1,0,0,0,0,0,0,Own,Single-family,30,More than 25,2,Lease,Domestic,37.4,Standard,No,No,Car,Single occupancy,17,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No response,Slightly conservative,Yes,No,Yes,Discover,Other,Other,No,12,11 to 15,Mastercard,Platinum,Cash back,No,13,11 to 15,10,604.19,7,253.42,No,Oatmeal,38,No,5.95,261.8,Yes,18,737.9,Yes,54.7,2026.3,Yes,13.25,535,Yes,56.6,2119.55,Yes,Yes,Yes,Other,Yes,Yes,Yes,Yes,Yes,Yes,23,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes
7520-CKUHCD-DHF,Zone 4,"< 2,500",Female,33,25-34,October,16,Some college,Sales and Office,No,3,2 to 5,No,26,8.7,0.27144,-1.304014159,1.99056,0.688416006,No,Somewhat dissatisfied,Married,18,College degree,3,0,0,0,0,0,0,0,0,Own,Single-family,12,8 to 15,2,Lease,Import,14,Economy,No,Yes,Car,Single occupancy,37,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No response,Moderate,Yes,Yes,No,Discover,Other,Cash back,No,7,6 to 10,Visa,None,Airline miles,No,8,6 to 10,10,151.28,6,131.36,No,Cereal,21,No,7.75,180.5,No,0,0,Yes,24.8,490.7,No,0,0,No,0,0,Yes,No,No,Dial-up,No,No,No,No,Yes,Yes,19,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
1369-JQWTFW-L3G,Zone 5,"< 2,500",Female,63,50-64,November,13,High school degree,Sales and Office,No,1,Less than 2,No,23,12.1,0.345092,-1.063944231,2.437908,0.891140294,No,Somewhat satisfied,Unmarried,Not married,Not married,1,5,0,1,0,0,0,0,4,Own,Single-family,26,More than 25,1,Own,Domestic,12.1,Economy,No,No,Train/Subway,Public transportation,27,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Prices,Moderate,No,No,Yes,Visa,Other,None,No,7,6 to 10,Mastercard,None,Other,No,6,6 to 10,4,89.44,0,0,No,Oatmeal,25,No,5.7,153.8,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,DSL,No,Yes,No,No,No,Yes,16,No,Yes,Yes,,Yes,No,No,No,No,No,No,No
2030-AJBYFE-SPO,Zone 3,"50,000-249,999",Female,74,>65,April,11,Did not complete high school,"Operation, Fabrication, General Labor",No,31,More than 15,Yes,,10.7,0.603801,-0.504510606,2.285199,0.82645311,No,Somewhat satisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,48,More than 25,2,Own,Import,10.5,Economy,Yes,No,Car,Single occupancy,23,Yes,No,Yes,No,No,No,No,No,No,No,No response,Slightly conservative,No,No,No,American Express,None,Cash back,No,36,More than 15,Discover,None,Other,No,25,More than 15,14,438.61,4,122.87,No,Oatmeal,69,No,22.05,1458.5,No,0,0,No,0,0,Yes,16.25,1040,No,0,0,No,No,No,None,No,No,No,No,No,Yes,13,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No
3583-ZQUSBL-FJ7,Zone 3,"2,500-9,999",Male,61,50-64,January,13,High school degree,Managerial and Professional,No,12,11 to 15,No,38,14.6,0.399456,-0.917651658,5.148544,1.638713956,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,3,0,3,0,0,0,0,0,Own,Condominium/Townhouse,38,More than 25,4,Own,Import,22.8,Standard,No,Yes,Car,Single occupancy,29,Yes,No,No,Yes,No,No,No,No,No,No,No response,Slightly liberal,No,No,Yes,Mastercard,Platinum,Airline miles,No,31,More than 15,Visa,Platinum,None,No,20,More than 15,14,321.19,5,130.81,No,Oatmeal,57,No,12.85,709.45,Yes,45,2493.85,Yes,59.75,3368.5,Yes,35.75,2020,Yes,60.5,3445.4,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,20,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
6510-WXCIOY-VTZ,Zone 2,"> 250,000",Male,45,35-49,February,11,Did not complete high school,Managerial and Professional,No,10,6 to 10,No,40,5.1,0.8466,-0.166526951,1.1934,0.176806376,No,Somewhat satisfied,Unmarried,Not married,Not married,1,2,2,0,0,0,0,0,0,Own,Condominium/Townhouse,16,16 to 25,2,Own,Domestic,18.8,Economy,No,No,Carpool,Multiple occupancy,25,No,No,Yes,No,No,No,No,No,No,No,Prices,Conservative,Yes,Yes,No,Visa,None,Other,No,7,6 to 10,Discover,Gold,Other,No,6,6 to 10,10,162.15,3,57.74,Yes,Energy bar,18,No,5.9,108.5,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,No,Yes,20,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
5944-BIJLQS-DKM,Zone 1,"> 250,000",Female,35,35-49,June,18,College degree,"Operation, Fabrication, General Labor",No,6,6 to 10,No,160,3.3,1.89552,0.639493207,3.38448,1.219200276,No,Neutral,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Own,Single-family,14,8 to 15,2,Own,Import,72.5,Luxury,No,No,Train/Subway,Public transportation,28,Yes,No,No,No,Yes,No,No,No,No,No,No response,Conservative,No,No,Yes,Discover,Platinum,Cash back,No,2,2 to 5,Mastercard,Platinum,Other,No,2,2 to 5,12,533.25,3,139.96,No,Cereal,4,Yes,4.45,16.45,No,0,0,Yes,23.3,62.8,No,0,0,No,0,0,No,No,No,Dial-up,No,No,No,No,No,Yes,21,Yes,Yes,Yes,,Yes,No,Yes,No,No,No,No,No
2220-KLUIMT-QBI,Zone 1,"10,000-49,999",Female,75,>65,August,9,Did not complete high school,"Precision Production, Craft, Repair",No,30,More than 15,Yes,10,8,0.472,-0.750776293,0.328,-1.114741671,No,Neutral,Married,10,Did not complete high school,2,1,0,1,0,0,0,0,0,Rent,Multiple-Family,43,More than 25,1,Lease,Import,3.8,Economy,No,Yes,Walk,Non-motorized,29,No,No,No,No,No,No,No,Yes,No,No,No response,Moderate,No,No,No,Other,None,Cash back,No,36,More than 15,Visa,Other,Cash back,No,27,More than 15,4,2280.744509,1,14.45,No,Oatmeal,70,No,20.8,1445.25,Yes,26.25,1830.05,No,0,0,Yes,47.75,3140,No,0,0,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,20,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No
6843-FOJIYT-48V,Zone 2,"50,000-249,999",Male,48,35-49,September,11,Did not complete high school,Sales and Office,No,11,11 to 15,No,41,8.1,0.308853,-1.174889843,3.012147,1.102653114,No,Neutral,Unmarried,Not married,Not married,2,5,0,0,0,0,5,0,0,Rent,Multiple-Family,18,16 to 25,2,Own,Import,21.2,Standard,Yes,Yes,Car,Single occupancy,21,Yes,No,No,Yes,No,No,No,No,No,No,Other,Moderate,No,No,Yes,Discover,None,None,No,19,More than 15,Visa,Other,Other,No,12,11 to 15,8,200.29,4,128.55,No,Cereal,46,No,15.8,761.4,Yes,35.5,1622.95,No,0,0,Yes,28.25,1225,No,0,0,Yes,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,19,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
1812-MBNVEZ-RNM,Zone 4,"10,000-49,999",Male,47,35-49,October,12,High school degree,"Operation, Fabrication, General Labor",No,18,More than 15,No,92,22.8,4.174224,1.428928473,16.801776,2.821484595,No,Somewhat dissatisfied,Married,13,High school degree,5,0,0,0,0,0,0,0,0,Own,Single-family,22,16 to 25,3,Own,Import,51.5,Luxury,No,Yes,Car,Single occupancy,23,Yes,No,No,No,No,No,Yes,No,No,No,No response,Slightly conservative,Yes,Yes,No,Discover,None,Cash back,No,29,More than 15,American Express,Platinum,Airline miles,No,25,More than 15,11,479.37,5,222.42,No,Cereal,64,Yes,8.1,526.5,Yes,24.25,1607.35,No,0,0,Yes,26.25,1575,Yes,33.95,2049.85,Yes,Yes,No,None,Yes,Yes,Yes,Yes,No,Yes,20,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No
4443-MOYZPR-2GZ,Zone 4,"2,500-9,999",,49,35-49,April,16,Some college,Agricultural and Natural Resources,No,14,11 to 15,No,86,13.9,6.263896,1.834802356,5.690104,1.738728526,No,Somewhat satisfied,Married,15,Some college,5,2,1,1,0,0,0,0,0,Rent,Multiple-Family,18,16 to 25,2,Own,Import,55.8,Luxury,No,Yes,Car,Single occupancy,15,Yes,No,No,No,No,No,No,No,No,No,No response,Moderate,No,No,No,Mastercard,None,None,No,31,More than 15,Discover,Gold,Airline miles,No,22,More than 15,10,294.43,6,155.27,No,Cereal,67,No,34.7,2316.1,No,0,0,No,0,0,Yes,9.75,650,No,0,0,Yes,No,No,None,Yes,Yes,No,No,No,Yes,25,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
7173-AAMWZS-NR4,Zone 4,"2,500-9,999",Female,51,50-64,November,18,College degree,Sales and Office,No,5,2 to 5,No,27,7.4,0.533466,-0.62835994,1.464534,0.381537103,No,Neutral,Married,15,Some college,2,7,0,1,0,0,0,0,6,Own,Single-family,15,8 to 15,2,Lease,Domestic,9.5,Economy,No,Yes,Telecommute,Telecommute,15,Yes,No,No,No,No,No,No,No,No,Yes,Prices,Conservative,Yes,No,No,American Express,Gold,None,No,10,6 to 10,Discover,None,Cash back,No,10,6 to 10,4,96.77,6,199.66,No,Cereal,30,Yes,8.75,266.15,No,0,0,Yes,35.4,1024.35,Yes,16.75,500,No,0,0,Yes,Yes,No,Cable modem,No,No,No,No,Yes,Yes,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
5447-EQJKTY-EY1,Zone 5,"< 2,500",Male,26,25-34,June,12,High school degree,Sales and Office,Yes,1,Less than 2,No,,7.2,0.217872,-1.523847545,1.006128,0.0061093,No,Highly dissatisfied,Married,13,High school degree,2,1,1,0,0,0,0,0,0,Rent,Multiple-Family,3,4 to 7,2,Own,Domestic,9.9,Economy,No,No,Train/Subway,Public transportation,45,No,No,No,No,Yes,No,Yes,No,No,No,No response,Slightly conservative,No,No,Yes,Discover,None,Other,No,9,6 to 10,Visa,Gold,None,No,4,2 to 5,12,265.42,6,157.2,No,Cereal,19,Yes,6.85,126.15,Yes,24,412.1,Yes,47.2,786.1,No,0,0,Yes,36.2,634.45,Yes,Yes,No,Dial-up,Yes,Yes,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No
0866-UHTTGI-3QO,Zone 5,"< 2,500",Male,49,35-49,September,19,College degree,"Precision Production, Craft, Repair",No,18,More than 15,No,116,7.4,2.721128,1.0010465,5.862872,1.768639586,No,Somewhat satisfied,Married,14,High school degree,2,0,0,0,0,0,0,0,0,Own,Condominium/Townhouse,15,8 to 15,3,Own,Domestic,89.1,Luxury,Yes,No,Car,Single occupancy,30,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No response,Liberal,Yes,No,Yes,American Express,Platinum,None,No,31,More than 15,Mastercard,Gold,None,No,28,More than 15,6,170.85,7,266.04,Yes,Energy bar,71,No,23.1,1676.9,No,0,0,Yes,43.65,3156.25,Yes,46.75,3410,No,0,0,Yes,No,No,Other,No,No,No,No,Yes,Yes,14,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
3813-TVAIYQ-3ZA,Zone 2,"> 250,000",Female,63,50-64,November,8,Did not complete high school,Agricultural and Natural Resources,No,32,More than 15,No,66,2.7,0.809028,-0.211921752,0.972972,-0.027399974,No,Neutral,Unmarried,Not married,Not married,1,1,0,1,0,0,0,0,0,Own,Single-family,33,More than 25,2,Own,Domestic,31.1,Standard,Yes,No,Car,Single occupancy,20,Yes,No,No,No,Yes,No,No,No,No,No,Convenience,Extremely conservative,Yes,Yes,No,Mastercard,Other,Airline miles,No,35,More than 15,American Express,Other,None,No,26,More than 15,10,856.64,7,709.91,No,Oatmeal,65,No,25.4,1683.5,No,0,0,No,0,0,Yes,11.25,830,No,0,0,Yes,No,No,None,No,No,No,No,No,Yes,16,Yes,Yes,Yes,,No,No,Yes,No,Yes,No,Yes,No
9266-ZNYFGY-9OK,Zone 1,"> 250,000",Female,27,25-34,November,15,Some college,Sales and Office,No,1,Less than 2,No,24,6.4,0.396288,-0.925614059,1.139712,0.130775599,No,Somewhat satisfied,Unmarried,Not married,Not married,2,3,0,2,1,0,0,0,0,Own,Single-family,7,4 to 7,2,Own,Domestic,9.1,Economy,No,Yes,Car,Single occupancy,21,Yes,Yes,No,No,No,No,No,No,No,Yes,No response,Conservative,Yes,Yes,No,Visa,Other,Other,No,4,2 to 5,Mastercard,Other,Cash back,No,3,2 to 5,11,239.6,5,126.84,Yes,Energy bar,7,Yes,7.75,45.25,No,0,0,Yes,29.25,160.15,No,0,0,Yes,23.05,119.2,No,Yes,Yes,Other,No,Yes,No,No,Yes,Yes,14,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
0664-RJXMZO-TIF,Zone 3,"10,000-49,999",Female,99,,August,19,College degree,Managerial and Professional,No,22,More than 15,Yes,10,7.3,0.23579,-1.444813701,0.49421,-0.704794751,No,Highly dissatisfied,Unmarried,Not married,Not married,1,9,2,0,0,0,0,0,7,Rent,Multiple-Family,16,16 to 25,0,N/A,N/A,-1,N/A,N/A,No,Walk,Non-motorized,28,No,No,No,Yes,No,No,No,Yes,No,Yes,No response,Moderate,No,No,Yes,Discover,None,Other,No,6,6 to 10,Visa,None,None,No,6,6 to 10,6,143.17,6,119.68,Yes,Oatmeal,13,Yes,3,42.05,No,0,0,No,0,0,No,0,0,No,0,0,Yes,No,No,None,No,No,No,No,Yes,Yes,21,No,Yes,No,,Yes,No,Yes,No,No,No,No,No
1831-IHOELQ-KXI,Zone 1,"> 250,000",,49,35-49,December,11,Did not complete high school,Managerial and Professional,No,15,11 to 15,No,70,15.2,6.76704,1.912063768,3.87296,1.354019073,No,Somewhat satisfied,Married,12,High school degree,5,0,0,0,0,0,0,0,0,Own,Single-family,23,16 to 25,3,Own,Domestic,31.6,Standard,No,Yes,Car,Single occupancy,26,Yes,Yes,Yes,No,No,No,No,No,No,No,No response,Conservative,No,No,Yes,Mastercard,Platinum,None,No,15,11 to 15,Discover,Gold,None,No,9,6 to 10,7,365.64,2,60.01,Yes,Energy bar,32,No,10.25,299.3,Yes,21.25,707.3,No,0,0,Yes,18.25,525,Yes,21.55,685.05,No,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,16,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
1343-HJJBCT-RGG,Zone 2,"50,000-249,999",Female,59,50-64,December,16,Some college,Agricultural and Natural Resources,No,31,More than 15,No,257,6.1,6.866526,1.926658301,8.810474,2.175941241,No,Highly satisfied,Unmarried,Not married,Not married,1,1,0,1,0,0,0,0,0,Rent,Single-family,8,8 to 15,2,Own,Domestic,93.7,Luxury,Yes,No,Car,Single occupancy,30,Yes,No,No,No,No,No,No,No,No,Yes,No response,Moderate,No,No,No,Mastercard,Other,Airline miles,Yes,21,More than 15,American Express,Gold,Airline miles,Yes,16,More than 15,8,472.13,6,406.23,No,Energy bar,35,Yes,6.8,224.55,Yes,17.25,625.9,Yes,40.2,1358.9,Yes,8.75,310,Yes,46.25,1499.9,No,Yes,Yes,Other,No,Yes,No,No,Yes,Yes,19,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
4379-KQDORG-UXD,Zone 4,"50,000-249,999",Male,23,18-24,May,15,Some college,Sales and Office,No,1,Less than 2,No,20,9.3,0.6417,-0.443634374,1.2183,0.197456444,Yes,Highly dissatisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,4,4 to 7,0,N/A,N/A,-1,N/A,N/A,Yes,Walk,Non-motorized,20,No,Yes,Yes,No,No,No,No,Yes,No,No,Convenience,Slightly liberal,No,No,No,Other,Other,Airline miles,No,2,2 to 5,Visa,Gold,Airline miles,Yes,1,Less than 2,16,239.12,4,117.86,Yes,Energy bar,5,No,2.85,7.95,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,No,No,No,No,Yes,24,Yes,Yes,Yes,,No,Yes,No,No,No,No,No,No
8332-KYRZRM-FC3,Zone 1,"> 250,000",Male,23,18-24,April,12,High school degree,Sales and Office,No,1,Less than 2,No,24,7,0.75096,-0.286402891,0.92904,-0.073603484,No,Somewhat dissatisfied,Unmarried,Not married,Not married,1,0,0,0,0,0,0,0,0,Rent,Multiple-Family,3,4 to 7,2,Own,Domestic,13.5,Economy,Yes,No,Car,Single occupancy,22,Yes,Yes,No,No,No,No,No,No,No,No,Prices,Slightly liberal,No,No,No,Visa,Gold,Other,No,5,2 to 5,Mastercard,None,Airline miles,Yes,6,6 to 10,11,290.64,3,71.85,Yes,Energy bar,17,Yes,5.4,97.55,Yes,23,403.2,No,0,0,Yes,13.5,225,No,0,0,Yes,Yes,No,None,Yes,Yes,Yes,Yes,No,Yes,20,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
3253-UJNZYQ-DCN,Zone 1,"50,000-249,999",Female,69,>65,December,16,Some college,Sales and Office,No,6,6 to 10,Yes,16,0.5,0.02224,-3.80586281,0.05776,-2.851458784,No,Somewhat satisfied,Unmarried,Not married,Not married,1,9,2,2,0,0,0,0,5,Own,Single-family,5,4 to 7,2,Lease,Domestic,6.8,Economy,No,No,Walk,Non-motorized,22,Yes,No,No,No,No,No,No,Yes,No,No,Convenience,Liberal,Yes,No,Yes,Mastercard,Gold,Other,No,21,More than 15,American Express,Gold,None,No,21,More than 15,14,862.9,3,121,Yes,Oatmeal,56,No,10,621.45,Yes,24.75,1403.65,Yes,46.6,2600.95,Yes,10.75,535,Yes,31.25,1661.35,Yes,Yes,Yes,Other,Yes,No,Yes,Yes,Yes,Yes,22,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,No
4455-HYJDHI-0DK,Zone 2,"50,000-249,999",Male,20,18-24,June,14,High school degree,Service,No,0,Less than 2,No,25,1.6,0.2232,-1.499687048,0.1768,-1.732736129,No,Somewhat dissatisfied,Unmarried,Not married,Not married,3,10,0,0,0,0,0,0,10,Rent,Multiple-Family,1,Less than 3,2,Own,Import,10,Economy,No,No,Car,Single occupancy,16,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No response,Slightly liberal,No,Yes,Yes,Visa,Gold,Cash back,No,2,2 to 5,Mastercard,None,Cash back,No,2,2 to 5,9,163.08,7,139.53,Yes,Energy bar,26,No,5.3,126.8,Yes,34.5,867.15,No,0,0,Yes,55.5,1380,Yes,36.55,959,Yes,Yes,Yes,None,Yes,Yes,Yes,Yes,No,Yes,26,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No
2850-IENNZN-M18,Zone 3,"2,500-9,999",Female,61,50-64,June,20,Post-undergraduate degree,Sales and Office,Yes,4,2 to 5,No,49,14.2,2.588376,0.951030652,4.369624,1.474676964,No,Neutral,Married,14,High school degree,3,7,0,0,0,0,0,0,7,Rent,Single-family,19,16 to 25,3,Own,Import,25,Standard,No,Yes,Car,Single occupancy,25,Yes,No,No,No,No,Yes,No,Yes,No,No,Prices,Moderate,No,No,Yes,Visa,Platinum,Cash back,No,27,More than 15,Mastercard,Gold,Cash back,No,22,More than 15,5,102.61,4,91.31,No,Cereal,62,No,27.85,1849.4,Yes,28.25,1731.05,No,0,0,Yes,18,1015,No,0,0,Yes,Yes,No,None,Yes,Yes,Yes,Yes,Yes,Yes,18,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
0064-ICJQQF-J5B,Zone 2,"< 2,500",Female,30,25-34,June,17,College degree,Service,Yes,4,2 to 5,No,28,21.9,1.189608,0.173623841,4.942392,1.597849425,Yes,Somewhat dissatisfied,Unmarried,Not married,Not married,2,12,0,1,2,0,0,0,9,Rent,Multiple-Family,5,4 to 7,2,Lease,Import,9.1,Economy,No,Yes,Walk,Non-motorized,37,Yes,No,No,No,No,No,No,Yes,No,No,No response,Liberal,No,No,Yes,Visa,Platinum,None,Yes,13,11 to 15,Mastercard,Gold,Other,No,10,6 to 10,15,312.04,1,21.62,Yes,Energy bar,27,No,6.95,182.35,No,0,0,No,0,0,No,0,0,No,0,0,Yes,No,No,None,No,No,No,Yes,No,Yes,19,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
0931-NNQHEA-CFE,Zone 5,"< 2,500",,75,>65,July,18,College degree,Managerial and Professional,No,14,11 to 15,No,122,33.1,23.381178,3.15193134,17.000822,2.833261696,Yes,Highly satisfied,Married,20,Post-undergraduate degree,2,3,2,1,0,0,0,0,0,Own,Condominium/Townhouse,30,More than 25,1,Own,Import,61.8,Luxury,Yes,No,Walk,Non-motorized,31,No,No,No,No,No,No,No,Yes,No,No,No response,Slightly conservative,No,No,Yes,Discover,Platinum,Other,No,18,More than 15,Mastercard,Other,Other,No,12,11 to 15,12,367.61,2,62.53,No,Oatmeal,53,No,12.65,719.7,No,0,0,Yes,32.05,1704.25,No,0,0,Yes,34.75,1836.2,Yes,No,Yes,Other,No,No,No,No,Yes,Yes,26,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
7486-BUSGEZ-YN6,Zone 5,"> 250,000",Male,70,>65,May,7,Did not complete high school,Managerial and Professional,Yes,14,11 to 15,Yes,12,1.7,0.090984,-2.397071612,0.113016,-2.180225877,No,Somewhat dissatisfied,Married,8,Did not complete high school,2,0,0,0,0,0,0,0,0,Rent,Mobile Home,14,8 to 15,0,N/A,N/A,-1,N/A,N/A,Yes,Carpool,Multiple occupancy,17,No,No,Yes,No,No,No,No,Yes,No,No,No response,Moderate,Yes,No,No,American Express,Other,Airline miles,Yes,13,11 to 15,Mastercard,Other,Other,No,12,11 to 15,14,360.71,11,200.81,Yes,Oatmeal,37,No,13.45,499.15,No,0,0,No,0,0,No,0,0,No,0,0,No,No,No,None,No,Yes,No,No,No,Yes,26,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
9705-SBORMY-SLG,Zone 3,"50,000-249,999",Female,52,50-64,September,12,High school degree,Sales and Office,No,10,6 to 10,No,98,9.8,2.900408,1.064851417,6.703592,1.902643502,No,Neutral,Unmarried,Not married,Not married,1,1,0,0,1,0,0,0,0,Own,Single-family,24,16 to 25,0,N/A,N/A,-1,N/A,N/A,No,Bus,Public transportation,29,No,No,No,Yes,No,No,No,No,No,Yes,No response,Moderate,No,No,No,Visa,Platinum,Other,No,32,More than 15,Mastercard,Other,Other,No,22,More than 15,11,371.65,4,113.1,Yes,Energy bar,64,No,24,1489.5,Yes,28.25,1823.65,No,0,0,Yes,30,1955,No,0,0,No,No,No,None,Yes,Yes,Yes,Yes,No,Yes,14,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
9101-HUFHJM-454,Zone 4,"10,000-49,999",Female,35,35-49,February,19,College degree,Managerial and Professional,No,3,2 to 5,No,37,14,1.02564,0.025316808,4.15436,1.424158385,No,Neutral,Married,15,Some college,3,3,0,0,3,0,0,0,0,Own,Condominium/Townhouse,13,8 to 15,4,Own,Import,17.8,Economy,No,Yes,Car,Single occupancy,28,Yes,No,No,No,No,No,Yes,No,No,No,No response,Slightly liberal,No,Yes,No,Discover,Gold,Other,No,18,More than 15,Visa,None,None,No,13,11 to 15,6,150.03,2,38.31,Yes,Cereal,47,No,11.2,553.95,Yes,22,1073.4,Yes,57.15,2645.15,Yes,13,570,Yes,46.1,2079.1,Yes,Yes,Yes,Dial-up,Yes,Yes,Yes,Yes,Yes,Yes,24,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
4815-KKWOCU-DC9,Zone 2,"> 250,000",Male,78,>65,September,11,Did not complete high school,"Operation, Fabrication, General Labor",Yes,52,More than 15,Yes,107,10.7,4.510906,1.50649802,6.938094,1.937027097,No,Somewhat satisfied,Married,15,Some college,2,0,0,0,0,0,0,0,0,Own,Mobile Home,46,More than 25,1,Own,Domestic,58,Luxury,No,Yes,Car,Single occupancy,27,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No response,Extremely liberal,No,No,Yes,American Express,Gold,Cash back,No,40,More than 15,Mastercard,Gold,None,Yes,29,More than 15,20,1070.26,2,96.03,No,Oatmeal,72,No,53.9,3818.15,No,0,0,No,0,0,Yes,44.75,3150,No,0,0,Yes,No,No,None,No,No,No,No,No,Yes,21,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes
8231-SCGVQY-I34,Zone 4,"2,500-9,999",Female,99,,October,17,College degree,"Operation, Fabrication, General Labor",No,6,6 to 10,No,46,10.4,1.062048,0.06019912,3.721952,1.314248262,No,Neutral,Married,17,College degree,5,6,0,1,0,0,0,0,5,Own,Single-family,8,8 to 15,3,Lease,Import,19.7,Economy,No,No,Car,Single occupancy,23,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No response,Moderate,No,No,No,Visa,None,None,No,13,11 to 15,Mastercard,None,Airline miles,No,13,11 to 15,7,87.58,3,35.9,No,Cereal,55,No,24.7,1349.5,Yes,23.75,1298.7,No,0,0,Yes,7.25,415,No,0,0,Yes,No,No,None,No,No,No,No,No,Yes,21,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No
9895-KWBXQZ-CCY,Zone 5,"50,000-249,999",Male,39,35-49,June,14,High school degree,"Operation, Fabrication, General Labor",No,10,6 to 10,No,49,9.6,1.684032,0.521190918,3.019968,1.105246235,No,Somewhat dissatisfied,Married,8,Did not complete high school,2,11,0,0,0,0,1,0,10,Rent,Multiple-Family,12,8 to 15,4,Own,Import,35.2,Standard,Yes,No,Car,Single occupancy,27,Yes,No,No,No,No,No,No,Yes,No,No,No response,Slightly conservative,No,No,Yes,American Express,Other,Cash back,No,12,11 to 15,Discover,Other,Other,No,15,11 to 15,7,590.78,2,206.92,No,Cereal,27,Yes,13.95,410.05,Yes,20,522.8,No,0,0,Yes,20.5,555,No,0,0,No,No,No,Dial-up,No,Yes,Yes,Yes,No,Yes,17,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
